,Age,Monthly_Hours_Log,Customer_Support_Calls,Device_Type,Discount_Offered,Satisfaction_Score,Premium_User
2452,31,23.526833474534385,1,Tablet,0,5,0
2453,23,15.958570164122532,0,Tablet,0,5,0
2454,20,27.184085739955087,0,Tablet,0,4,1
2455,33,8.402879699629054,1,Tablet,0,3,1
2456,24,24.264345739165872,1,Tablet,0,2,0
2457,31,25.128202258361284,0,Tablet,1,4,0
2458,26,31.356803063561692,1,Tablet,0,4,0
2459,32,32.788977995422776,2,Desktop,0,5,1
2460,38,20.97144304873826,1,Tablet,1,4,1
2461,52,23.795087882960537,3,Desktop,0,1,1
2462,19,18.871033355114633,3,Mobile,0,1,0
2463,44,15.975499561538449,0,Tablet,0,2,1
2464,19,27.479158235045077,1,Desktop,1,4,0
2465,52,14.811315611227206,1,Mobile,1,5,1
2466,35,21.682984795425096,0,Mobile,0,2,1
2467,31,17.0386083208061,0,Desktop,0,3,1
2468,37,29.397465490322077,1,Desktop,0,5,0
2469,35,39.411440794131906,0,Desktop,0,3,0
2470,27,14.58729613757335,2,Tablet,0,2,1
2471,42,10.175852136819447,1,Mobile,0,1,0
2472,19,24.00090491719946,2,Tablet,0,5,1
2473,42,25.125582367662066,5,Tablet,1,5,1
2474,50,26.74927445405838,1,Tablet,0,2,0
2475,53,21.42943587812524,1,Mobile,0,5,1
2476,48,23.394885609396546,2,Mobile,1,5,0
2477,31,27.940083284324817,0,Mobile,1,2,1
2478,18,33.32344714115871,2,Desktop,0,4,1
2479,63,9.359609837453737,1,Tablet,0,2,0
2480,33,22.048484487748304,1,Desktop,0,5,1
2481,63,26.710470351528507,1,Desktop,1,2,0
2482,20,17.656191163114112,1,Tablet,0,5,1
2483,52,38.849357054138395,1,Mobile,0,3,1
2484,58,19.916720958170103,1,Tablet,0,3,0
2485,23,24.669658503941736,1,Desktop,0,1,0
2486,42,29.448176774738325,3,Mobile,1,2,1
2487,30,20.269721689584845,1,Mobile,0,2,1
2488,51,10.227415617564663,0,Desktop,0,3,1
2489,25,21.570763784667733,3,Mobile,0,3,0
2490,38,33.235524447416324,0,Mobile,0,3,1
2491,51,22.30483898571889,3,Tablet,0,1,1
2492,21,18.22852558832817,2,Tablet,1,1,0
2493,42,32.40537767602177,1,Desktop,1,4,1
2494,32,22.35380083181558,2,Desktop,0,2,1
2495,21,20.91871349079826,4,Desktop,0,1,1
2496,62,26.195648717306476,1,Mobile,1,5,0
2497,29,31.166001676950298,0,Desktop,0,2,1
2498,49,44.053708253860364,4,Tablet,1,4,1
2499,49,31.617888861259384,2,Mobile,0,3,0
2500,45,34.278719731106754,3,Desktop,0,4,0
2501,30,20.952270408097156,3,Mobile,0,2,1
2502,48,16.79305515224419,4,Mobile,1,3,0
2503,31,25.498650796952983,0,Mobile,1,4,0
2504,37,25.85735932207677,1,Desktop,0,4,1
2505,35,16.371898069083223,1,Mobile,0,2,0
2506,46,23.597643760767898,1,Mobile,0,1,0
2507,23,28.194540813753047,1,Mobile,0,5,1
2508,49,27.88314716014464,0,Tablet,0,4,0
2509,46,29.03430282707418,1,Desktop,0,5,0
2510,60,27.327717841099542,1,Tablet,0,2,1
2511,19,20.943930725839554,5,Mobile,0,2,1
2512,40,20.888794986809256,1,Mobile,0,1,0
2513,36,15.408388816048992,2,Tablet,0,3,1
2514,48,39.27820031348076,2,Mobile,0,5,1
2515,22,25.107602916954345,2,Tablet,1,4,1
2516,36,23.201175553641185,3,Mobile,0,3,0
2517,51,17.56966334838033,2,Mobile,0,5,0
2518,27,48.48526321862222,1,Mobile,0,5,1
2519,42,16.413375742216836,1,Mobile,1,3,0
2520,19,21.569216595151413,2,Desktop,0,3,0
2521,28,28.326694690288484,1,Desktop,0,1,0
2522,48,29.801703725954223,3,Desktop,1,4,1
2523,32,32.66345644172547,4,Tablet,0,4,0
2524,26,39.460868062154105,2,Tablet,0,4,0
2525,40,29.0492612436857,1,Tablet,0,3,0
2526,36,16.551753600266657,0,Tablet,1,1,1
2527,26,22.94443899902575,1,Desktop,0,2,0
2528,52,27.46265898011108,1,Tablet,0,1,1
2529,38,41.54580833204659,0,Tablet,0,3,1
2530,26,13.817556172605624,0,Tablet,0,1,0
2531,45,34.62061204180182,0,Mobile,1,3,0
2532,63,26.439314956371334,1,Tablet,0,5,1
2533,24,31.702644281835845,3,Mobile,0,5,1
2534,33,24.184042266912545,1,Tablet,1,2,0
2535,33,18.26053895898939,1,Tablet,0,5,0
2536,50,31.006982235210657,1,Mobile,0,2,0
2537,21,30.23544821684497,2,Tablet,0,4,1
2538,21,32.77645572591778,5,Mobile,0,3,0
2539,56,24.893562916970918,2,Tablet,0,4,0
2540,57,20.201423813441206,3,Tablet,0,4,0
2541,34,12.529704039809268,3,Mobile,0,2,1
2542,54,31.55498614511525,1,Desktop,0,3,1
2543,56,28.39111585955189,2,Mobile,0,2,0
2544,46,17.273738937088325,1,Desktop,0,1,1
2545,53,20.691410613627006,0,Mobile,0,4,0
2546,55,21.265929504388474,1,Desktop,0,3,0
2547,56,13.136124544140655,5,Tablet,0,4,1
2548,54,18.45854082715893,1,Desktop,1,1,1
2549,52,15.929357145549167,2,Tablet,1,1,1
2550,24,21.700167904896507,1,Mobile,0,3,0
2551,44,19.0904200133635,2,Desktop,1,3,1
2552,45,11.98396063306601,5,Tablet,1,1,0
2553,39,41.18072184455585,0,Mobile,0,4,0
2554,31,35.020325848233846,1,Desktop,0,5,1
2555,24,18.767844627840116,2,Tablet,1,4,1
2556,54,27.17937117322888,1,Desktop,0,5,0
2557,39,28.33972071857036,3,Desktop,0,2,0
2558,22,34.52868683818782,2,Tablet,0,3,0
2559,19,18.451159786719373,4,Tablet,0,1,1
2560,44,33.73685427185941,2,Mobile,0,2,0
2561,38,20.616757566344518,0,Tablet,0,4,0
2562,55,14.313100766651093,1,Tablet,0,5,0
2563,32,30.79309247451598,2,Desktop,0,3,0
2564,38,35.326067392979425,1,Tablet,1,5,1
2565,27,45.70327178824547,3,Desktop,0,4,1
2566,40,15.402197879278292,1,Desktop,0,4,0
2567,56,30.59135748064631,4,Tablet,0,1,1
2568,22,21.721590049651734,2,Tablet,0,2,1
2569,18,31.26686968419225,0,Tablet,1,3,0
2570,30,13.236083590149995,3,Tablet,0,1,0
2571,38,14.897841794411487,0,Mobile,0,5,1
2572,43,18.79300141466813,1,Desktop,0,2,0
2573,62,25.631712365344676,3,Mobile,0,3,1
2574,38,19.871349867693155,0,Mobile,0,5,0
2575,35,30.272434751307358,4,Desktop,0,3,1
2576,54,33.21515694606332,0,Mobile,0,3,1
2577,62,29.796620329962845,4,Tablet,0,2,1
2578,49,37.95030111728694,2,Tablet,1,5,1
2579,53,28.326613035642744,2,Tablet,0,1,1
2580,34,15.264826317278663,2,Tablet,0,1,0
2581,52,35.907012108306716,1,Desktop,1,1,0
2582,28,20.15875011515202,1,Tablet,1,3,1
2583,38,32.28334799748456,0,Desktop,0,4,1
2584,43,37.58987373244085,4,Desktop,1,2,1
2585,21,28.653504085843192,1,Desktop,0,1,1
2586,51,13.030729494682802,0,Desktop,0,2,0
2587,35,17.65430266792167,1,Mobile,0,3,1
2588,57,35.58195573508108,1,Mobile,0,2,0
2589,52,23.647018514857468,1,Tablet,0,1,0
2590,58,25.636588279537328,0,Desktop,0,1,1
2591,46,31.070595329308873,1,Tablet,0,3,1
2592,46,30.570582896642588,2,Tablet,1,3,1
2593,55,27.230398499083684,3,Tablet,0,5,1
2594,59,23.330653030236274,1,Tablet,0,3,1
2595,38,22.498652434141142,0,Desktop,0,4,1
2596,59,31.863190602330743,2,Desktop,0,4,1
2597,30,29.428556248542346,2,Mobile,1,1,1
2598,58,22.941599995057683,1,Desktop,0,3,1
2599,34,33.65689850394513,0,Desktop,0,4,1
2600,26,23.96772707896173,1,Tablet,0,4,0
2601,58,18.186702605324854,2,Desktop,1,5,1
2602,18,18.928234408773243,0,Tablet,0,3,1
2603,19,17.17007330952187,4,Desktop,0,5,1
2604,46,22.820719867170503,0,Mobile,0,2,0
2605,50,34.86979422668954,4,Tablet,1,5,1
2606,27,18.55923855175593,3,Desktop,0,2,1
2607,57,26.50780608814482,1,Desktop,1,2,1
2608,38,19.746485234980696,0,Tablet,0,3,0
2609,45,22.917527669828498,1,Mobile,0,2,1
2610,28,12.919670304117982,1,Mobile,0,2,0
2611,51,23.235694166747702,3,Desktop,0,5,1
2612,25,23.450356961560303,3,Desktop,1,3,0
2613,39,29.32230355228556,0,Desktop,1,3,1
2614,25,26.786247306042963,1,Tablet,0,2,1
2615,32,15.412863000383638,2,Tablet,0,5,1
2616,34,33.67358595234834,1,Tablet,1,5,1
2617,40,26.68242432177596,3,Desktop,0,5,1
2618,41,26.587148137419895,2,Mobile,1,5,1
2619,62,24.92654117291889,2,Tablet,1,1,1
2620,36,20.857940422222242,0,Mobile,0,2,1
2621,22,26.742418717989807,1,Desktop,1,2,0
2622,49,28.804707487428658,2,Tablet,0,2,1
2623,61,11.02483446923556,1,Tablet,0,3,0
2624,18,20.689913301231236,1,Tablet,0,3,0
2625,40,22.960424236771285,1,Desktop,0,5,1
2626,54,27.049364845554226,6,Desktop,0,3,1
2627,25,34.54648804741701,0,Desktop,1,4,0
2628,30,18.82607348322574,0,Mobile,0,2,1
2629,25,21.016305225457263,2,Mobile,0,2,0
2630,40,20.8997271148276,5,Tablet,0,1,0
2631,60,18.58777927916367,1,Tablet,0,1,1
2632,18,22.2225080391019,1,Desktop,0,4,0
2633,62,31.16641775990377,3,Desktop,0,1,0
2634,41,16.569316037085237,1,Desktop,0,5,1
2635,52,28.422515161223224,0,Tablet,0,5,1
2636,41,11.384782159853316,1,Desktop,1,2,1
2637,34,20.50929602846235,0,Mobile,0,5,1
2638,22,22.36408559825611,1,Mobile,0,1,1
2639,37,38.39887738331252,3,Tablet,1,4,1
2640,38,22.801581561978495,1,Tablet,1,5,0
2641,57,7.3900522123926535,2,Mobile,0,2,0
2642,48,9.008888745110001,2,Desktop,0,2,0
2643,63,25.272236690773447,2,Tablet,1,1,1
2644,53,29.91016684631927,1,Tablet,0,5,1
2645,28,28.003646861018023,2,Tablet,1,1,1
2646,32,26.34056084640792,1,Mobile,0,2,1
2647,36,34.298076780045335,0,Tablet,0,4,1
2648,24,20.68327023410295,0,Mobile,0,5,1
2649,45,32.1592844482146,3,Mobile,0,4,1
2650,60,11.943880919788661,2,Desktop,0,5,1
2651,22,17.760417336495472,1,Desktop,0,2,0
2652,22,10.54366884054547,0,Desktop,0,5,0
2653,47,22.801237594641663,2,Tablet,1,2,0
2654,49,24.62991026186926,1,Mobile,0,3,0
2655,25,25.912811937812158,1,Tablet,0,2,0
2656,27,25.495066823097083,1,Mobile,1,2,1
2657,55,17.579573353506177,2,Tablet,0,5,1
2658,64,23.478073244694276,3,Mobile,0,4,0
2659,49,13.020426651154011,3,Desktop,0,2,0
2660,45,35.905831801058,0,Desktop,0,5,1
2661,34,22.570991416815993,2,Tablet,0,2,1
2662,48,21.08891104765047,3,Mobile,1,1,0
2663,25,37.71152262755266,3,Desktop,0,1,0
2664,57,15.062027731606166,2,Mobile,0,1,0
2665,42,15.995303087744247,1,Tablet,0,1,1
2666,26,16.23023740105148,2,Desktop,0,4,1
2667,19,24.457028946404144,2,Tablet,1,2,0
2668,32,28.45305303710078,1,Tablet,0,1,1
2669,20,30.917403744942668,1,Mobile,0,5,0
2670,53,45.57596253995975,1,Tablet,0,1,0
2671,21,7.00454036639389,3,Tablet,0,3,0
2672,31,29.869884712995336,1,Mobile,0,3,1
2673,58,20.54295541942215,0,Mobile,0,4,0
2674,58,20.308678808889812,1,Tablet,0,3,1
2675,42,20.04182297396898,5,Desktop,1,5,1
2676,27,17.729842633536215,0,Desktop,0,1,0
2677,38,38.476198676827615,0,Mobile,0,3,0
2678,53,31.73837861611122,1,Tablet,0,3,1
2679,29,25.185567828459,3,Desktop,0,4,1
2680,44,35.808126019896,1,Mobile,0,3,0
2681,57,12.899768277608995,1,Mobile,1,1,0
2682,19,14.35435894935259,1,Mobile,0,2,0
2683,30,7.576258142442498,0,Tablet,0,1,1
2684,49,19.4046836790137,1,Mobile,1,3,1
2685,48,26.293588213638024,1,Desktop,0,3,0
2686,33,25.82286862345867,1,Tablet,0,3,0
2687,49,26.194735288479045,1,Desktop,0,4,0
2688,49,13.711545351471345,1,Desktop,0,5,0
2689,51,31.425237940912176,0,Desktop,0,1,1
2690,28,26.917020145911984,1,Tablet,0,3,0
2691,27,30.86443425172799,1,Desktop,0,2,0
2692,32,9.857902579279585,1,Mobile,0,4,0
2693,34,27.49192687038232,1,Mobile,1,5,1
2694,57,15.497878080659785,4,Desktop,1,3,0
2695,35,21.821413979589106,0,Mobile,0,1,1
2696,26,29.274919189091065,0,Tablet,0,2,0
2697,42,25.728748850047307,1,Tablet,0,4,0
2698,57,18.18768016176545,0,Mobile,0,1,1
2699,31,25.050185249475348,1,Mobile,0,1,1
2700,42,12.747717478050856,0,Tablet,0,4,0
2701,39,34.20213916718637,2,Desktop,0,1,1
2702,47,23.35772784402999,2,Tablet,1,2,0
2703,37,33.94839955404261,1,Desktop,0,2,1
2704,38,20.787746503231656,1,Mobile,1,1,0
2705,61,20.811392092747337,0,Mobile,1,3,0
2706,49,18.88650570689723,0,Desktop,0,1,1
2707,63,32.0093914535446,3,Desktop,0,3,0
2708,38,19.324550741372192,3,Tablet,0,1,0
2709,52,30.15676345932141,1,Desktop,0,5,1
2710,49,21.94038081864568,0,Mobile,0,2,1
2711,47,9.192293600867043,3,Mobile,0,1,0
2712,56,20.437487457708272,2,Mobile,0,2,0
2713,29,15.567134285097215,0,Desktop,0,4,0
2714,58,25.2712217894587,3,Desktop,1,5,0
2715,64,15.476738114604078,0,Mobile,0,3,0
2716,35,32.40780080571693,2,Desktop,0,4,1
2717,38,24.271393117175784,2,Tablet,0,5,1
2718,30,23.579232041930087,0,Tablet,1,4,1
2719,38,30.247137102300663,2,Desktop,0,2,1
2720,25,32.7112554726069,3,Desktop,1,5,1
2721,63,24.839209985842785,1,Mobile,1,4,0
2722,57,18.830397603605675,0,Desktop,1,3,1
2723,63,10.808243071102964,1,Mobile,0,5,0
2724,24,19.51160194371856,3,Tablet,0,5,1
2725,40,20.062302026816308,3,Desktop,0,4,0
2726,61,25.856459623938374,5,Tablet,0,1,1
2727,49,22.238824950895783,2,Desktop,0,3,1
2728,28,30.503463776411426,1,Desktop,0,3,0
2729,39,20.096133829834486,2,Mobile,0,4,1
2730,39,24.543670665176467,3,Mobile,0,2,0
2731,60,34.47189954557511,2,Desktop,0,2,1
2732,42,27.734601711639733,2,Desktop,0,1,1
2733,39,24.519699666491483,1,Mobile,1,1,1
2734,45,20.184444464518585,1,Tablet,0,4,0
2735,46,19.934148826280182,1,Desktop,0,2,0
2736,30,18.195093976384417,3,Mobile,0,3,0
2737,35,20.671945073736804,0,Desktop,1,2,1
2738,19,31.045326709954516,0,Mobile,1,4,0
2739,46,23.224893829661852,3,Tablet,0,2,0
2740,38,14.201815444950151,3,Desktop,0,5,1
2741,32,39.145354344478264,3,Desktop,0,4,1
2742,44,27.559721529161305,1,Tablet,0,5,1
2743,48,13.744452795894645,1,Desktop,1,4,1
2744,32,21.46520858207341,0,Desktop,0,3,0
2745,40,25.88709106262734,1,Desktop,0,4,1
2746,41,38.636736746379015,0,Mobile,0,4,1
2747,61,16.135100333929046,1,Mobile,1,4,1
2748,30,32.80832575484757,3,Desktop,0,4,0
2749,39,36.195891415778746,3,Tablet,1,1,1
2750,60,19.97076555940344,2,Tablet,0,5,1
2751,54,22.77989104911813,0,Desktop,0,4,0
2752,50,16.709526021009836,2,Mobile,0,4,1
2753,20,23.372310871357563,1,Mobile,0,1,0
2754,36,24.707280205256552,1,Desktop,1,2,0
2755,40,30.277199984658964,2,Mobile,1,1,0
2756,46,33.72146776816358,2,Mobile,0,1,0
2757,47,19.015231483026824,3,Tablet,0,1,0
2758,56,9.261399486192044,0,Desktop,0,4,0
2759,61,24.830041765790064,1,Mobile,0,1,0
2760,64,27.348300239749125,0,Mobile,0,1,1
2761,42,26.995341501480333,3,Mobile,0,1,0
2762,54,22.38661401992765,1,Desktop,1,4,1
2763,64,25.998016797311475,0,Desktop,1,3,0
2764,25,37.12355846681798,0,Mobile,0,3,0
2765,59,28.053873351700073,1,Tablet,1,2,1
2766,33,22.013052599975325,2,Tablet,0,4,0
2767,25,20.998417463232034,0,Desktop,0,1,1
2768,18,23.641181138578155,3,Tablet,0,1,1
2769,61,38.093919694645116,1,Mobile,0,1,1
2770,22,23.53359432379042,3,Desktop,1,3,1
2771,20,24.841645243834336,1,Desktop,1,1,1
2772,18,21.141491432509575,0,Tablet,0,1,0
2773,21,33.791866859535716,3,Desktop,0,3,1
2774,57,40.6786980379574,2,Tablet,0,1,0
2775,52,28.604904395451108,1,Tablet,0,2,1
2776,49,25.662183230283407,2,Mobile,1,5,1
2777,59,25.294262665393877,2,Tablet,1,2,0
2778,51,5.925545689714035,3,Tablet,0,4,0
2779,60,30.961206914278538,1,Desktop,1,2,0
2780,42,26.07333132796675,1,Mobile,0,2,1
2781,27,28.4267364052858,0,Mobile,0,3,0
2782,38,19.308302447330362,2,Tablet,0,4,0
2783,63,21.924344968183267,4,Desktop,1,2,0
2784,56,21.711800507974615,1,Desktop,0,5,0
2785,44,33.17298387258431,3,Desktop,1,2,0
2786,44,21.969921307175255,1,Mobile,0,1,1
2787,19,41.66128257687838,1,Mobile,0,3,1
2788,58,28.446899352120298,2,Tablet,0,1,0
2789,30,14.794538720034147,2,Tablet,1,4,0
2790,26,23.971629653984344,0,Desktop,0,4,0
2791,53,19.786599022748675,3,Tablet,1,3,0
2792,39,7.444940241439806,1,Desktop,0,2,0
2793,59,37.79576752091032,3,Mobile,0,4,1
2794,43,30.62514033776003,3,Tablet,1,5,1
2795,29,29.2656585431945,2,Desktop,0,3,0
2796,34,26.323229282397634,2,Mobile,1,1,0
2797,31,13.943859450460499,1,Desktop,0,5,1
2798,31,21.131062883556506,2,Tablet,0,3,1
2799,51,31.734246198272103,2,Desktop,1,5,1
2800,37,16.59023976173998,2,Mobile,1,3,1
2801,28,4.74584546999349,1,Tablet,0,1,0
2802,33,23.18315193775259,1,Mobile,0,2,1
2803,48,23.86593956777969,2,Tablet,0,3,1
2804,23,26.084507331317674,1,Desktop,0,4,1
2805,36,30.82814914811629,4,Mobile,0,1,0
2806,54,30.10084649784967,2,Mobile,0,1,1
2807,21,27.070158441951374,3,Desktop,1,5,1
2808,64,34.564251104693675,1,Mobile,1,4,0
2809,21,12.848241753493483,0,Mobile,0,5,0
2810,37,29.036654515819123,2,Mobile,1,1,1
2811,27,30.01230690669554,1,Mobile,0,3,1
2812,41,15.083501711358084,3,Desktop,0,4,0
2813,52,12.977035130540886,3,Mobile,1,1,0
2814,43,19.03246298819519,0,Mobile,1,4,0
2815,54,19.707668459877667,0,Mobile,0,3,0
2816,55,31.027355708019446,0,Tablet,1,2,0
2817,38,20.083689730471242,5,Tablet,0,5,0
2818,57,18.14921185375037,4,Desktop,1,5,0
2819,56,20.106930106443528,3,Desktop,0,1,0
2820,38,33.949058673233694,1,Desktop,1,1,0
2821,27,25.104346995015618,1,Mobile,0,3,0
2822,55,23.565991797144704,2,Tablet,0,1,0
2823,63,24.11995601039159,1,Tablet,0,1,0
2824,21,35.336482674612185,0,Desktop,0,1,0
2825,62,19.006626187174064,1,Tablet,0,4,0
2826,37,35.52406632752083,1,Desktop,1,4,1
2827,34,26.68397039137203,0,Mobile,1,2,0
2828,24,23.716644944197217,2,Tablet,0,4,1
2829,21,45.007203983474255,3,Mobile,1,5,1
2830,46,16.554884081611227,2,Mobile,0,2,1
2831,31,22.17051392346395,6,Tablet,0,1,0
2832,20,15.140550086687998,2,Desktop,1,5,1
2833,41,32.619695764289354,2,Tablet,0,2,0
2834,54,38.513511469213434,5,Mobile,1,2,0
2835,33,38.35938225123711,2,Desktop,1,5,1
2836,21,34.791590025168034,1,Mobile,0,2,0
2837,41,23.419036257632275,1,Desktop,0,5,1
2838,51,22.07807218008123,2,Tablet,0,2,1
2839,47,11.63064182004748,0,Mobile,1,2,0
2840,35,41.28698828145434,3,Desktop,0,2,0
2841,36,28.75182462518774,3,Desktop,0,5,1
2842,48,21.064344761044136,1,Tablet,0,2,0
2843,36,35.62445511189574,1,Desktop,0,4,1
2844,63,17.217883865919994,3,Desktop,1,4,1
2845,36,28.252976273781393,3,Mobile,0,4,1
2846,39,23.618966925673323,1,Tablet,1,4,0
2847,41,30.10941711904241,1,Tablet,0,4,0
2848,62,24.49141168651103,3,Mobile,0,1,0
2849,29,13.392576871110206,3,Mobile,0,2,0
2850,47,25.604610981360302,0,Mobile,1,3,0
2851,55,33.3909131350029,1,Desktop,0,1,1
2852,48,24.766268753168116,3,Tablet,0,5,1
2853,53,31.200920972712687,1,Tablet,0,1,0
2854,36,16.635764114607575,3,Tablet,0,3,0
2855,62,24.789913653841182,0,Desktop,0,1,0
2856,53,20.00391635929138,1,Tablet,0,2,1
2857,47,30.97584672083768,3,Tablet,0,4,1
2858,50,25.251932498095965,0,Tablet,0,2,1
2859,35,30.5205894106929,3,Tablet,1,1,1
2860,45,33.70168340926293,0,Mobile,0,3,1
2861,64,30.532948600971107,1,Desktop,0,5,1
2862,28,27.184947474349155,2,Tablet,0,2,1
2863,62,17.014301931908758,0,Tablet,0,3,0
2864,50,24.97771111466479,0,Tablet,0,5,1
2865,34,20.735276783873335,0,Tablet,0,4,1
2866,23,22.247488346366186,1,Tablet,0,2,0
2867,21,22.00372679399799,2,Mobile,0,2,0
2868,37,17.160595401742043,1,Mobile,0,4,1
2869,64,9.341291286928081,1,Desktop,1,4,1
2870,44,19.654855613377865,0,Desktop,1,1,1
2871,32,26.547035615393273,0,Tablet,1,5,1
2872,23,14.214583636580079,2,Tablet,0,3,1
2873,64,25.125457891772996,2,Mobile,0,4,1
2874,31,40.20214739448772,4,Desktop,1,1,1
2875,28,33.184452442017914,0,Tablet,0,5,0
2876,56,38.14833207296424,5,Tablet,0,5,0
2877,26,28.12902301546181,3,Tablet,0,2,1
2878,43,34.34007858389157,2,Desktop,0,1,0
2879,33,19.208282156257702,3,Mobile,1,1,1
2880,22,19.845277863824126,1,Mobile,1,2,0
2881,27,3.086878350900218,1,Tablet,1,3,0
2882,20,34.48916379233839,2,Tablet,1,4,1
2883,30,37.32259183855909,3,Tablet,0,2,0
2884,60,20.57458203722184,1,Tablet,1,4,0
2885,47,22.96838634882212,2,Tablet,0,1,1
2886,62,18.96910309047231,2,Desktop,0,2,0
2887,23,28.061228411819933,1,Mobile,0,3,0
2888,34,33.99946036242593,3,Desktop,1,4,1
2889,62,11.057824208951672,3,Desktop,1,4,0
2890,36,28.275508245138017,3,Tablet,0,4,1
2891,59,22.786625826246837,5,Desktop,0,1,1
2892,52,25.907155135733515,2,Mobile,0,4,1
2893,63,28.67195201339433,0,Tablet,0,5,1
2894,43,23.49438048981743,2,Mobile,0,4,0
2895,22,24.171305172753755,1,Desktop,1,1,0
2896,46,23.28899865956289,0,Tablet,0,2,0
2897,54,32.76252961430625,2,Mobile,0,4,0
2898,37,28.350079681019974,2,Mobile,1,4,0
2899,38,26.764668301898887,2,Tablet,0,2,0
2900,27,14.832386231261738,3,Mobile,0,5,1
2901,22,21.971362054294765,0,Tablet,1,1,1
2902,53,32.18935328271339,3,Tablet,1,2,1
2903,23,25.301572584991384,0,Desktop,0,1,1
2904,43,30.27625175671311,1,Mobile,0,2,1
2905,21,39.13209440262107,3,Tablet,0,3,0
2906,56,33.30884855367053,0,Desktop,0,5,0
2907,56,25.745266701597938,1,Desktop,0,3,0
2908,52,20.912086638434182,0,Tablet,0,2,1
2909,18,4.571603231552814,0,Tablet,1,2,1
2910,41,23.65292062021718,1,Mobile,0,1,0
2911,53,22.391900033465205,3,Mobile,0,2,1
2912,23,28.122929555163005,1,Mobile,0,1,1
2913,58,23.7687581842025,1,Tablet,0,1,0
2914,63,22.436919524505644,4,Desktop,0,2,1
2915,61,10.764808555942235,2,Desktop,1,1,0
2916,48,17.480257366799467,1,Tablet,0,5,1
2917,37,28.81320832640446,1,Mobile,0,3,0
2918,41,38.72726104906155,0,Desktop,0,2,0
2919,42,24.219796930035013,3,Desktop,0,1,1
2920,53,27.622488588592987,1,Mobile,0,1,0
2921,38,32.619825255622445,4,Desktop,0,1,1
2922,47,18.512848510398,2,Mobile,0,1,1
2923,41,27.934512346283537,2,Desktop,0,5,1
2924,61,19.076079149342732,3,Desktop,1,2,0
2925,59,31.91859550792809,1,Desktop,0,2,0
2926,47,26.21122438361386,3,Mobile,0,5,1
2927,39,27.387614511851517,0,Desktop,0,5,1
2928,45,18.73921122065129,6,Desktop,0,5,1
2929,24,30.65625887688628,3,Desktop,0,2,0
2930,52,41.67770336984813,0,Tablet,0,4,1
2931,45,16.93670643657435,1,Desktop,0,3,0
2932,31,22.28192793881981,1,Desktop,1,5,1
2933,27,26.852859793344734,1,Mobile,0,5,1
2934,33,31.29124969596653,2,Mobile,1,2,1
2935,33,20.523629717684248,0,Tablet,1,2,1
2936,48,2.33575767885808,1,Mobile,0,3,0
2937,59,35.8735159533122,2,Mobile,0,1,1
2938,42,31.08404895667314,1,Mobile,0,2,0
2939,30,11.05641975610668,5,Tablet,0,3,0
2940,23,20.139449665763554,4,Tablet,0,2,1
2941,61,37.54545943621861,2,Desktop,0,2,0
2942,26,36.58237134766293,1,Desktop,1,2,1
2943,62,32.509120181431555,3,Mobile,0,4,1
2944,53,23.5911005283211,2,Desktop,0,4,0
2945,60,25.66389935050008,2,Desktop,0,5,0
2946,37,23.952593558990987,2,Tablet,0,4,1
2947,35,34.0259182661507,6,Tablet,1,3,1
2948,60,17.99326074803912,1,Desktop,0,2,0
2949,38,18.553602760926363,0,Desktop,0,4,0
2950,21,33.08219669468812,0,Desktop,1,2,0
2951,50,24.645108355907507,0,Mobile,1,1,1
2952,44,36.027738843630466,2,Tablet,1,5,1
2953,24,19.627902344155636,4,Desktop,1,4,1
2954,23,24.5617731172894,1,Desktop,0,2,1
2955,32,17.620696121248372,0,Mobile,0,1,0
2956,35,25.058901451388536,2,Tablet,0,5,0
2957,49,13.171624504009609,0,Mobile,0,5,1
2958,28,21.0989326323603,0,Mobile,0,1,1
2959,37,13.509969080575058,2,Desktop,1,4,1
2960,41,30.551385865530065,0,Mobile,0,4,0
2961,32,30.73271471807721,1,Mobile,1,2,1
2962,24,11.15789815612524,1,Desktop,0,3,1
2963,38,35.67108596400458,3,Tablet,0,2,1
2964,59,44.979321011358834,1,Desktop,0,2,0
2965,43,25.368051093890728,2,Tablet,0,2,0
2966,61,19.87108591820284,3,Mobile,0,1,0
2967,31,47.59464472802437,1,Mobile,0,5,1
2968,54,14.448252013579914,2,Desktop,0,5,0
2969,38,25.160851734952786,2,Desktop,1,3,1
2970,35,26.436978181055387,0,Desktop,0,4,1
2971,22,35.76118096361932,4,Mobile,0,2,1
2972,20,27.877911801014307,3,Mobile,0,1,0
2973,40,21.01092883369239,3,Tablet,0,1,0
2974,43,17.39052503689635,2,Desktop,1,2,1
2975,54,22.265425438030917,3,Mobile,1,1,1
2976,41,16.944581112438847,1,Tablet,1,1,0
2977,36,25.382602558277462,1,Desktop,0,2,1
2978,42,20.48643056111611,1,Desktop,0,3,0
2979,38,13.047697653681995,3,Tablet,1,1,1
2980,29,35.04116630699923,2,Tablet,1,5,1
2981,58,21.018619812567685,2,Tablet,1,5,0
2982,50,14.8549055601975,4,Mobile,1,5,1
2983,21,23.653926924099668,3,Desktop,0,2,1
2984,59,25.54697252774127,1,Desktop,0,5,1
2985,24,11.028266195367731,1,Tablet,1,4,1
2986,39,27.653181337006103,2,Mobile,1,1,1
2987,50,16.622739450477884,1,Tablet,1,3,1
