Age,Income,YratCom,DistFromHome,Overtime,JobSatist,Performance,Department,Educ,WorkLifeBalance,Attrition
30,113416,28,20,20,3,5,IT,Bachelor,1,0
45,67009,17,1,1,1,5,HR,Bachelor,2,1
48,36184,2,17,17,2,1,Marketing,Masters,1,1
34,52822,36,12,12,4,2,Marketing,PhD,4,0
48,37437,7,10,10,4,5,Marketing,Masters,4,1
35,84347,13,5,5,4,2,Marketing,PhD,2,1
62,68982,15,18,18,4,3,HR,Masters,5,1
40,41905,25,15,15,5,1,Marketing,Masters,3,0
47,32689,23,6,6,1,1,Finance,PhD,1,1
55,99715,22,7,7,4,1,Marketing,Bachelor,5,1
62,106909,26,17,17,5,4,Finance,PhD,5,0
34,83164,33,6,6,5,2,HR,Bachelor,1,0
58,38587,11,8,8,5,3,Finance,Bachelor,3,1
26,48970,10,12,12,3,5,HR,Masters,1,1
27,28528,25,21,21,3,3,Marketing,Masters,3,1
59,123470,37,14,14,5,2,IT,Masters,2,0
30,29329,38,12,12,4,1,Finance,Masters,3,0
64,110605,41,23,23,1,4,Finance,Masters,5,0
50,65798,24,10,10,2,2,IT,PhD,2,1
53,38878,40,22,22,3,2,HR,PhD,4,1
31,59640,33,20,20,4,5,HR,PhD,2,1
51,58958,17,15,15,4,3,Marketing,PhD,3,1
36,79063,24,7,7,2,3,Finance,Masters,2,0
62,59458,37,9,9,2,5,HR,PhD,2,1
63,71890,2,10,10,4,4,Marketing,PhD,4,1
44,54166,32,10,10,2,1,HR,Bachelor,3,0
33,25746,24,16,16,4,1,IT,Masters,5,1
45,112725,9,7,7,2,4,IT,PhD,2,1
23,102351,4,5,5,2,5,IT,PhD,1,0
59,125663,17,23,23,4,2,Marketing,PhD,5,1
43,56062,17,3,3,5,3,Finance,Masters,2,0
48,83154,30,18,18,4,2,IT,PhD,5,1
58,130083,40,11,11,1,3,IT,Bachelor,1,1
45,110368,11,15,15,2,2,HR,Masters,5,0
23,106990,21,21,21,3,5,IT,Bachelor,5,0
62,99030,21,20,20,2,5,Finance,Masters,1,1
37,75373,18,5,5,1,4,Marketing,PhD,1,1
43,60316,29,24,24,3,2,IT,Masters,1,0
31,79641,24,12,12,3,2,Marketing,Masters,4,0
31,60492,10,4,4,4,4,Marketing,Masters,1,1
32,112367,17,15,15,5,4,Finance,Bachelor,5,0
48,44232,18,9,9,4,5,HR,Masters,1,0
63,97629,20,7,7,3,5,HR,PhD,2,0
57,99701,37,10,10,3,2,Marketing,Masters,1,1
47,106943,18,23,23,5,5,IT,Masters,1,0
48,42380,17,13,13,2,5,Marketing,PhD,3,1
33,117656,9,8,8,5,2,HR,PhD,5,0
60,67389,14,12,12,4,4,IT,Bachelor,5,0
24,82056,29,22,22,2,2,HR,PhD,2,1
29,107074,31,24,24,4,1,Finance,PhD,4,1
40,48478,4,19,19,5,2,HR,PhD,3,1
49,44326,18,1,1,2,1,IT,Masters,2,1
56,115440,20,16,16,5,2,IT,Bachelor,2,0
49,72915,9,22,22,1,1,Marketing,PhD,5,1
39,79563,13,17,17,3,1,IT,PhD,3,0
46,82871,15,18,18,2,2,Finance,PhD,5,0
47,57431,27,11,11,3,5,HR,Masters,4,1
29,35070,15,18,18,1,3,Marketing,Masters,5,1
28,44978,28,7,7,2,5,Marketing,Bachelor,1,1
46,47625,37,18,18,3,1,IT,Bachelor,5,0
55,52020,19,8,8,3,2,Finance,Masters,1,1
51,87372,26,6,6,2,2,Marketing,PhD,2,1
44,38503,26,7,7,3,2,Finance,PhD,4,1
48,111186,25,23,23,3,2,Finance,Bachelor,1,1
50,108425,26,22,22,2,3,HR,PhD,4,1
43,123668,26,10,10,3,4,HR,Masters,5,0
29,29128,28,11,11,3,1,HR,Bachelor,5,1
39,118031,18,13,13,4,3,Finance,Masters,2,0
42,107645,32,9,9,4,5,HR,Masters,5,0
63,49041,3,7,7,1,4,Marketing,PhD,1,1
42,27055,2,9,9,4,4,Marketing,Masters,2,1
44,50798,33,13,13,4,2,IT,Masters,4,0
50,112335,19,3,3,1,3,Finance,PhD,2,0
62,24622,17,3,3,3,5,HR,Masters,4,1
29,40289,33,1,1,3,2,Marketing,PhD,3,1
23,37002,12,21,21,4,2,Finance,Masters,1,1
54,79529,3,20,20,1,1,Finance,PhD,1,1
35,66960,26,2,2,3,4,HR,PhD,4,1
52,31928,35,3,3,5,5,Finance,Bachelor,5,0
45,86339,8,15,15,2,4,HR,Masters,5,0
41,25187,36,24,24,2,3,HR,Masters,3,1
54,69049,7,6,6,2,1,HR,Bachelor,4,1
52,124756,36,13,13,4,2,Finance,PhD,3,1
51,52795,16,21,21,2,1,Finance,PhD,4,1
51,118936,24,1,1,2,2,HR,Bachelor,3,1
52,99991,1,20,20,5,1,Finance,Bachelor,4,0
38,30626,25,19,19,3,2,HR,PhD,1,1
62,96618,10,1,1,5,4,IT,PhD,3,0
41,74788,16,21,21,4,4,Finance,Bachelor,3,1
40,91001,16,22,22,2,4,Finance,Masters,4,0
23,34211,8,2,2,3,4,IT,PhD,2,1
36,131183,29,15,15,2,1,IT,Bachelor,2,1
24,49042,39,14,14,2,2,IT,Masters,1,1
50,90282,28,19,19,4,4,HR,Masters,5,0
52,115933,6,11,11,2,1,HR,Masters,5,1
60,109513,16,15,15,1,2,Marketing,Masters,1,1
26,110413,20,6,6,3,1,IT,Bachelor,5,0
23,100872,16,20,20,3,4,Marketing,PhD,4,0
30,54834,7,9,9,1,3,HR,Masters,2,0
51,33070,41,5,5,4,1,Finance,Masters,1,1
61,33022,14,20,20,2,4,IT,Bachelor,4,1
25,53759,26,2,2,2,5,Finance,Masters,1,1
54,24714,26,6,6,3,2,HR,Bachelor,2,0
32,125528,14,18,18,4,4,IT,Bachelor,5,0
32,64626,7,23,23,4,5,Marketing,PhD,4,0
41,24524,33,19,19,4,1,Marketing,Masters,2,1
56,99517,26,9,9,2,1,HR,PhD,1,1
55,55786,20,21,21,4,5,Finance,Bachelor,3,1
45,32642,3,24,24,1,5,HR,Masters,4,1
50,117016,4,6,6,5,2,Finance,Bachelor,1,1
54,117233,26,14,14,4,1,HR,Bachelor,1,0
29,42497,11,24,24,5,5,Marketing,Bachelor,2,1
51,107688,2,13,13,2,3,Finance,Masters,1,1
30,29177,14,11,11,4,3,HR,Bachelor,4,0
23,89364,30,12,12,3,5,IT,Bachelor,4,1
25,111199,12,19,19,2,2,Marketing,Masters,1,1
46,41370,26,19,19,1,1,Marketing,PhD,2,1
45,113032,33,21,21,1,3,IT,Bachelor,4,0
30,87856,13,19,19,5,5,HR,PhD,3,1
59,35603,14,24,24,5,5,Finance,PhD,5,0
25,54848,24,13,13,3,4,Marketing,PhD,2,1
55,55190,34,14,14,3,5,HR,PhD,2,1
50,123882,26,24,24,1,2,IT,PhD,5,0
30,41787,21,18,18,4,3,Finance,PhD,5,1
56,34964,28,12,12,1,4,HR,Masters,4,1
57,88130,36,4,4,1,3,HR,Masters,1,1
54,106358,40,10,10,3,3,Marketing,PhD,1,0
46,105954,2,17,17,5,2,Marketing,Masters,3,1
36,43558,9,4,4,3,5,Finance,Masters,1,1
54,83935,23,12,12,3,2,HR,PhD,3,1
38,59039,15,13,13,3,5,IT,PhD,3,1
26,88813,13,4,4,1,4,IT,Bachelor,2,1
59,64205,23,10,10,4,2,Finance,Masters,2,0
43,56974,17,3,3,1,2,HR,PhD,4,0
36,23452,2,15,15,2,1,Marketing,Masters,5,1
53,58090,20,2,2,3,2,HR,Masters,5,0
40,63434,20,17,17,3,1,Marketing,Masters,3,1
29,47589,3,6,6,2,5,IT,Bachelor,5,0
32,40201,12,8,8,3,5,Finance,PhD,3,1
29,22088,40,3,3,3,5,Finance,Masters,5,0
55,114182,2,18,18,3,1,Finance,PhD,4,0
45,56912,36,22,22,2,5,Marketing,Masters,2,1
43,124505,14,1,1,1,3,IT,PhD,2,1
41,75226,16,16,16,3,2,IT,PhD,3,0
41,34026,19,7,7,4,1,Finance,PhD,5,1
58,127324,34,3,3,2,5,Finance,Masters,1,1
51,97139,6,23,23,5,3,Marketing,Bachelor,4,1
40,66728,13,4,4,2,2,Marketing,PhD,5,1
24,107005,36,9,9,1,2,HR,Bachelor,1,1
23,72633,22,5,5,2,5,Marketing,PhD,4,0
27,55833,18,19,19,5,3,HR,Bachelor,4,1
42,95069,12,15,15,4,1,Finance,PhD,2,1
33,93483,30,8,8,5,5,IT,Bachelor,3,0
64,63242,40,6,6,2,2,Marketing,PhD,5,1
24,92396,7,18,18,5,2,IT,PhD,4,0
25,46532,32,19,19,2,2,Marketing,Bachelor,5,1
45,56589,19,24,24,4,5,Marketing,PhD,4,0
34,123708,6,15,15,4,4,HR,Masters,2,0
42,40833,20,7,7,1,4,Marketing,PhD,3,1
27,26087,27,10,10,4,4,Finance,PhD,1,1
59,131283,37,6,6,3,3,IT,Masters,1,0
60,48314,7,14,14,5,5,Marketing,Masters,2,1
52,72359,5,17,17,5,2,IT,Masters,4,1
31,92219,11,9,9,2,3,IT,Bachelor,2,0
56,59478,15,19,19,4,4,IT,Masters,3,0
57,67728,3,5,5,1,1,Marketing,Bachelor,1,1
44,101661,5,23,23,1,3,HR,Masters,5,1
46,110705,23,7,7,1,3,IT,Bachelor,1,1
39,49876,37,19,19,3,5,IT,Masters,3,1
32,106806,9,20,20,4,3,Marketing,Masters,4,1
52,107756,15,7,7,1,5,Marketing,PhD,2,0
45,92447,3,24,24,3,1,Finance,Masters,1,1
54,78098,29,2,2,5,2,Finance,PhD,1,0
39,104826,6,23,23,2,2,HR,Masters,5,1
39,128330,17,16,16,4,4,HR,Masters,2,1
36,125505,26,13,13,4,4,HR,PhD,5,1
31,32492,21,8,8,5,1,HR,PhD,5,0
62,40538,8,6,6,4,2,IT,Bachelor,4,0
24,61108,21,6,6,4,4,Marketing,PhD,1,1
47,22303,11,9,9,4,3,Finance,Bachelor,2,1
61,121217,38,4,4,4,5,IT,Masters,4,0
31,89305,8,11,11,3,4,Marketing,PhD,4,1
44,128343,24,5,5,3,1,Marketing,PhD,4,0
26,35708,35,17,17,2,2,IT,Masters,3,1
48,79916,14,20,20,4,1,IT,Masters,3,0
51,57445,14,7,7,5,5,Finance,Masters,4,0
56,74729,10,15,15,1,5,HR,Masters,3,1
45,26900,12,15,15,2,1,HR,PhD,2,1
59,54212,38,14,14,1,4,Finance,Masters,1,1
33,23395,34,13,13,1,4,Finance,Masters,2,1
28,78322,41,11,11,4,2,HR,PhD,1,1
40,91181,10,13,13,5,2,IT,Bachelor,3,0
43,38749,17,22,22,1,3,HR,PhD,2,1
64,49712,17,24,24,1,3,Marketing,Bachelor,5,1
58,113563,3,9,9,2,2,Marketing,Masters,4,1
63,86801,31,10,10,5,3,Finance,PhD,1,1
60,41391,1,4,4,5,1,HR,Masters,1,0
56,39180,12,17,17,1,4,HR,PhD,5,1
39,108242,39,14,14,5,3,Marketing,Bachelor,5,0
59,107902,4,24,24,2,3,HR,PhD,4,1
47,65440,13,18,18,2,1,Finance,Masters,3,1
60,128784,34,11,11,2,5,Finance,PhD,2,0
34,33803,21,16,16,4,2,Marketing,Masters,2,1
45,46249,22,1,1,1,1,HR,PhD,2,1
64,33168,4,7,7,5,5,HR,Bachelor,3,1
44,108524,18,10,10,2,1,Marketing,PhD,4,1
43,33356,5,9,9,1,4,IT,PhD,2,1
49,68203,19,3,3,1,1,IT,PhD,1,1
53,75661,2,22,22,4,1,HR,PhD,1,0
28,59241,12,23,23,5,4,Finance,Bachelor,1,1
49,38113,17,14,14,5,2,IT,Masters,5,1
62,94741,10,15,15,2,5,HR,PhD,5,1
56,128378,34,2,2,2,3,IT,PhD,3,0
34,22026,6,24,24,1,2,Marketing,PhD,2,1
29,108965,8,14,14,5,1,IT,Bachelor,5,1
32,41495,11,16,16,5,3,IT,Masters,1,1
39,81636,12,7,7,2,4,Marketing,Masters,5,1
48,113950,9,4,4,3,2,Finance,PhD,1,1
43,119476,2,18,18,1,5,HR,PhD,2,1
50,38437,8,24,24,5,2,Finance,Masters,3,1
24,88874,11,5,5,4,2,Finance,PhD,4,0
23,41466,36,6,6,4,3,IT,PhD,4,0
58,32722,10,7,7,3,4,HR,PhD,1,1
48,126261,21,15,15,2,4,IT,Bachelor,5,0
51,94439,20,1,1,2,2,Marketing,Bachelor,5,1
43,45534,8,24,24,2,4,Finance,Masters,1,1
33,126479,36,4,4,4,3,Finance,Bachelor,2,1
62,22801,29,1,1,2,3,Marketing,Bachelor,1,1
33,53716,12,11,11,4,5,HR,Masters,2,1
58,106938,14,18,18,3,4,Finance,Bachelor,3,1
61,117463,21,14,14,1,5,Finance,Masters,3,1
62,103852,22,22,22,5,1,HR,PhD,1,0
57,108655,21,11,11,3,3,IT,Masters,3,1
56,47963,30,10,10,4,2,Marketing,Masters,5,1
46,99703,39,17,17,3,3,HR,Masters,2,0
44,106440,20,4,4,5,1,Marketing,PhD,4,1
27,29760,24,24,24,1,2,Marketing,PhD,4,1
55,112477,23,15,15,5,4,Finance,PhD,3,1
58,126650,7,16,16,4,4,HR,Masters,2,0
42,68134,9,21,21,5,3,Marketing,Masters,5,1
41,68077,1,13,13,3,2,IT,Masters,4,1
57,25679,26,9,9,2,2,Marketing,Masters,5,1
39,103400,38,11,11,3,5,Finance,Masters,5,1
56,67184,38,11,11,4,1,IT,Masters,4,0
31,97191,22,6,6,1,4,IT,Masters,4,1
48,110192,10,1,1,5,3,HR,Bachelor,3,0
24,112153,6,22,22,1,2,IT,PhD,2,1
31,126159,17,6,6,4,4,HR,Bachelor,1,0
31,125073,38,13,13,5,3,HR,PhD,2,1
62,44845,24,22,22,3,4,IT,Masters,1,0
39,111030,10,24,24,3,3,HR,Bachelor,4,1
23,77547,8,22,22,4,4,HR,Masters,5,0
47,102616,21,5,5,5,5,IT,Bachelor,2,0
62,73827,6,15,15,3,1,Finance,Bachelor,5,0
64,116690,21,18,18,4,4,Marketing,Masters,2,1
47,47905,39,20,20,4,1,HR,Bachelor,2,1
61,76759,24,14,14,1,4,HR,Bachelor,5,1
57,126006,33,15,15,3,2,IT,PhD,3,0
25,120419,18,5,5,5,5,Marketing,Masters,4,0
59,77226,28,4,4,3,5,Marketing,Masters,3,1
52,32475,32,2,2,3,1,HR,Bachelor,3,1
60,38815,12,7,7,3,2,IT,Masters,2,1
56,127955,27,10,10,4,3,Finance,PhD,4,1
34,117470,10,16,16,2,5,Marketing,PhD,2,1
41,84789,32,10,10,2,2,Finance,Masters,1,1
59,47831,26,18,18,1,2,IT,Masters,2,1
39,84034,25,17,17,3,1,Finance,PhD,5,1
32,23902,11,21,21,2,2,IT,Masters,2,1
34,36170,23,13,13,1,2,HR,Bachelor,1,1
38,109642,34,1,1,4,3,Finance,Masters,2,1
46,50144,40,1,1,3,1,HR,Bachelor,1,1
41,127380,23,15,15,5,1,HR,PhD,4,1
30,81692,29,1,1,4,2,IT,Masters,2,0
53,67747,31,6,6,1,3,Finance,PhD,1,1
43,44539,7,13,13,4,4,Marketing,Masters,4,1
39,54002,40,1,1,5,5,Finance,Bachelor,5,0
45,101564,33,5,5,4,1,Marketing,Masters,3,1
59,63081,21,9,9,1,3,HR,PhD,1,1
38,125851,2,17,17,5,3,HR,Bachelor,5,0
28,93205,18,16,16,5,2,IT,Masters,4,1
30,87217,33,8,8,4,5,Marketing,PhD,5,1
47,98275,37,17,17,5,1,Finance,PhD,2,1
40,110143,34,15,15,4,4,IT,Masters,3,0
47,26031,20,24,24,3,2,IT,PhD,1,0
34,112179,35,1,1,5,1,IT,Bachelor,4,0
37,119632,18,12,12,4,1,Finance,Masters,3,1
48,82624,24,5,5,3,3,IT,Bachelor,4,1
63,116340,8,24,24,5,5,Finance,PhD,5,0
48,116790,30,6,6,3,4,IT,PhD,4,0
54,88968,10,1,1,5,5,Marketing,PhD,4,1
32,52863,23,1,1,1,3,HR,Bachelor,5,1
38,44461,11,10,10,1,4,Marketing,PhD,5,1
29,103796,2,10,10,4,4,Marketing,Masters,3,1
39,90050,26,3,3,2,2,IT,Masters,1,1
45,86533,36,17,17,1,4,Marketing,PhD,5,1
48,83756,33,19,19,2,1,Marketing,Masters,3,1
43,116717,13,11,11,3,5,Marketing,Bachelor,4,0
44,123772,40,18,18,3,5,IT,Bachelor,4,1
29,48904,25,2,2,2,2,Finance,PhD,2,1
36,38107,4,9,9,4,4,HR,Masters,5,0
37,52023,19,24,24,5,3,HR,Masters,3,1
29,41147,18,17,17,2,1,Finance,PhD,3,1
31,103644,37,14,14,2,2,Finance,Bachelor,1,0
30,56424,30,4,4,2,4,Marketing,PhD,3,1
45,23220,19,17,17,2,3,HR,Masters,5,0
51,25763,23,17,17,2,4,Finance,Masters,3,0
40,34274,16,12,12,4,2,Marketing,PhD,2,0
53,116681,1,20,20,1,3,HR,Bachelor,4,0
52,67714,12,18,18,5,3,IT,Bachelor,4,1
61,58877,24,3,3,1,3,IT,PhD,3,0
57,76244,34,11,11,2,3,HR,Masters,3,1
40,73621,8,18,18,1,4,HR,Bachelor,3,0
64,40603,18,4,4,4,3,IT,PhD,3,0
61,50998,5,17,17,3,4,IT,Masters,2,1
39,62301,26,18,18,1,3,HR,Bachelor,5,1
36,96730,30,5,5,5,3,Marketing,Bachelor,2,0
53,24556,13,14,14,4,2,Finance,PhD,2,1
46,64051,19,10,10,3,4,Finance,Masters,2,1
57,101746,29,15,15,4,4,HR,Bachelor,4,1
56,77475,3,1,1,2,5,Finance,PhD,2,0
25,84174,26,16,16,3,2,IT,Bachelor,3,1
59,37352,40,11,11,5,4,IT,Masters,2,1
62,70356,12,23,23,3,2,Finance,Bachelor,3,1
48,124975,2,20,20,5,2,HR,Masters,5,1
45,24908,11,6,6,2,2,IT,Bachelor,4,1
61,121489,28,24,24,5,1,Marketing,Bachelor,5,0
37,23727,18,22,22,4,4,Marketing,PhD,5,1
26,114941,13,16,16,1,2,IT,Bachelor,4,1
51,106295,37,2,2,4,1,IT,Masters,3,0
44,77190,22,1,1,4,1,Finance,PhD,3,0
47,63157,12,24,24,3,3,HR,Masters,3,1
35,84826,2,24,24,2,3,Finance,Masters,4,1
40,82186,37,9,9,1,4,HR,PhD,2,1
55,124614,7,22,22,5,3,Marketing,Masters,1,1
38,63965,26,12,12,3,4,Marketing,Bachelor,2,1
64,100768,26,17,17,2,1,HR,PhD,2,1
24,104650,24,15,15,1,1,Finance,Bachelor,5,1
57,87532,12,19,19,4,4,IT,Bachelor,1,1
64,23834,16,22,22,2,3,HR,Masters,3,1
56,128035,23,10,10,2,3,Finance,Masters,2,0
52,99133,40,12,12,2,4,Marketing,Bachelor,4,1
35,98786,9,14,14,4,5,IT,PhD,2,0
35,103046,32,9,9,5,3,Marketing,Bachelor,3,0
40,24007,15,13,13,3,2,HR,Bachelor,2,0
54,34819,37,3,3,5,3,Marketing,Masters,5,0
54,46265,13,21,21,1,5,Marketing,Masters,5,1
57,52895,5,14,14,3,1,HR,Bachelor,2,0
61,95817,11,21,21,1,1,IT,Bachelor,5,1
51,92735,10,10,10,4,1,HR,Masters,4,1
51,131114,13,16,16,5,3,Finance,Bachelor,1,1
38,125155,41,7,7,2,1,HR,Masters,2,1
32,104203,15,4,4,3,5,HR,Bachelor,4,0
52,105935,7,20,20,2,5,IT,PhD,4,1
47,100427,40,23,23,1,3,Finance,PhD,4,1
61,41788,28,11,11,2,2,Marketing,Bachelor,3,0
42,72845,32,16,16,2,3,Marketing,Masters,2,0
27,29588,35,20,20,4,1,Marketing,Bachelor,2,1
23,72430,15,4,4,4,3,Marketing,Bachelor,2,0
52,116488,36,22,22,5,5,IT,Masters,1,0
25,82600,21,22,22,1,3,Finance,Bachelor,4,1
36,116765,6,23,23,4,3,IT,Masters,2,1
52,91126,1,17,17,4,2,HR,Bachelor,5,0
26,24340,4,13,13,5,5,Finance,Masters,3,1
40,111923,11,11,11,3,4,Finance,Bachelor,1,1
59,90412,26,3,3,5,4,Marketing,PhD,3,1
47,51857,37,9,9,2,5,Marketing,Masters,4,0
23,88309,23,6,6,2,4,Marketing,PhD,5,1
37,66730,29,22,22,4,1,Marketing,Masters,4,1
31,26052,21,21,21,4,4,HR,Masters,2,0
37,122642,27,11,11,5,1,Marketing,Masters,3,1
46,113090,39,16,16,5,5,IT,Masters,5,0
26,97859,40,19,19,1,4,Finance,Bachelor,3,1
34,25931,13,5,5,2,4,HR,Bachelor,1,1
59,32365,23,14,14,5,1,HR,Masters,5,0
59,84870,16,17,17,3,1,Finance,Bachelor,1,1
28,115777,30,3,3,1,3,Finance,Masters,5,0
61,32192,4,4,4,5,2,Finance,Masters,2,1
46,112394,40,16,16,4,4,HR,PhD,3,0
33,65678,16,16,16,5,2,IT,Masters,3,0
35,23048,31,21,21,4,2,IT,Masters,4,1
56,84857,25,4,4,4,4,Finance,Bachelor,5,0
47,117581,12,19,19,2,1,HR,Masters,5,1
29,76232,26,17,17,2,3,Marketing,Masters,1,1
26,125337,37,13,13,5,5,HR,PhD,5,0
30,125912,33,22,22,5,4,Finance,Bachelor,3,1
42,82042,28,23,23,3,4,HR,Bachelor,5,0
51,109970,9,24,24,1,5,HR,PhD,4,1
32,43783,12,1,1,1,2,HR,Masters,4,1
56,124382,5,12,12,5,3,Marketing,PhD,3,1
48,26953,28,4,4,2,2,Finance,Bachelor,3,1
63,43195,35,11,11,3,5,Finance,PhD,3,0
25,32356,5,5,5,1,5,Finance,Bachelor,5,1
28,95702,34,2,2,5,3,IT,PhD,5,0
27,49500,34,17,17,2,5,IT,Masters,2,1
27,74967,13,8,8,2,5,Finance,Masters,1,1
45,72403,39,6,6,2,3,HR,Bachelor,5,1
31,105018,14,21,21,4,4,HR,PhD,2,0
57,108260,11,9,9,2,2,Finance,Bachelor,2,1
42,89001,38,13,13,5,4,Marketing,Masters,4,0
64,34539,4,11,11,3,4,Marketing,Bachelor,5,0
57,56311,33,16,16,5,2,HR,Masters,2,1
40,80585,7,16,16,2,4,HR,Bachelor,4,1
39,113699,41,2,2,3,3,IT,PhD,1,1
46,88811,8,10,10,1,2,Marketing,Masters,4,0
25,48063,37,12,12,1,1,HR,Bachelor,1,0
54,81944,10,8,8,5,4,HR,Masters,3,0
57,91820,15,11,11,3,5,Finance,PhD,3,1
60,27197,38,10,10,5,2,IT,Masters,4,0
35,29524,15,13,13,3,1,Marketing,PhD,3,1
47,65240,5,17,17,3,5,Marketing,Masters,5,1
31,36838,29,7,7,5,1,IT,PhD,4,0
26,98076,19,24,24,3,4,HR,Masters,2,1
36,122211,10,3,3,2,5,Marketing,PhD,5,1
59,22783,12,20,20,3,4,Marketing,Bachelor,4,1
56,119002,4,13,13,3,5,Marketing,Bachelor,1,1
33,22928,31,19,19,5,2,Finance,Masters,3,1
63,32017,18,7,7,1,3,IT,PhD,3,1
25,104436,16,9,9,4,3,Marketing,Bachelor,3,0
50,117921,40,19,19,3,1,IT,Masters,4,0
51,55372,36,13,13,4,5,HR,Bachelor,5,1
31,112519,25,22,22,3,4,IT,PhD,1,1
25,104323,23,8,8,5,2,Finance,Masters,3,0
47,45162,12,22,22,5,2,Finance,PhD,5,0
56,111074,34,18,18,3,2,IT,PhD,2,1
34,65430,36,23,23,5,3,Finance,PhD,2,1
64,50975,37,2,2,5,4,Marketing,Bachelor,1,1
31,46084,3,18,18,3,2,Finance,Masters,3,1
37,29938,9,18,18,1,2,HR,PhD,2,0
62,104128,18,11,11,3,1,IT,Bachelor,5,0
47,125706,35,1,1,1,5,IT,PhD,5,0
27,107861,34,14,14,5,5,HR,Bachelor,2,0
33,65717,41,16,16,1,5,HR,Masters,3,0
56,41210,14,11,11,5,1,HR,Masters,1,1
46,113743,4,1,1,1,3,HR,Masters,3,1
37,114622,29,7,7,1,1,Marketing,Masters,4,0
60,108578,41,16,16,3,2,Finance,PhD,2,0
30,40171,15,14,14,1,4,Finance,Bachelor,4,1
27,34769,28,15,15,5,2,Marketing,Masters,2,0
48,107092,16,14,14,3,2,HR,PhD,1,1
40,123035,12,21,21,1,4,IT,Masters,3,1
28,41939,5,11,11,3,5,IT,Masters,3,0
59,26372,34,16,16,4,1,IT,Masters,2,1
35,85524,1,19,19,3,3,HR,Bachelor,5,0
50,92757,39,17,17,4,2,Marketing,Bachelor,4,0
27,129151,32,6,6,4,2,Marketing,Bachelor,3,0
35,105875,26,11,11,3,3,Marketing,Masters,3,1
39,71745,17,17,17,5,1,Finance,PhD,2,1
62,65341,27,9,9,5,2,Finance,PhD,5,0
54,115723,24,18,18,5,3,Finance,PhD,4,0
51,60420,35,17,17,2,2,Finance,Masters,5,1
25,27582,39,12,12,4,5,IT,Bachelor,5,0
62,113384,26,23,23,3,5,IT,PhD,2,1
56,69109,38,22,22,5,2,Marketing,Masters,5,0
62,95147,23,22,22,5,2,Finance,Masters,4,1
49,46331,22,5,5,3,5,Marketing,PhD,1,1
35,103896,4,11,11,4,2,HR,PhD,1,1
55,128047,9,4,4,3,1,Finance,Masters,4,1
28,32665,4,4,4,2,1,Finance,PhD,2,1
46,68132,7,3,3,2,4,Marketing,Masters,3,1
41,29266,23,24,24,3,1,Marketing,PhD,2,1
38,100966,2,23,23,4,2,HR,Bachelor,4,1
62,110749,24,17,17,5,2,Marketing,Masters,5,1
50,119407,40,7,7,2,3,Finance,Bachelor,1,1
55,50841,31,4,4,2,1,IT,PhD,5,1
63,63008,31,23,23,4,5,HR,Masters,2,1
35,123862,40,13,13,2,5,HR,PhD,4,0
47,76036,34,12,12,2,4,Finance,Masters,1,1
64,51407,24,1,1,4,3,IT,PhD,4,0
58,114161,26,21,21,3,5,Marketing,Bachelor,1,1
49,95453,16,19,19,5,4,Marketing,Bachelor,1,1
60,53621,13,21,21,5,1,IT,PhD,1,1
29,90728,15,20,20,2,3,IT,Bachelor,2,1
27,29210,27,18,18,5,3,Finance,Bachelor,4,1
53,47312,4,11,11,3,2,Marketing,PhD,3,1
45,57756,16,20,20,2,1,Finance,Masters,3,1
64,35175,30,3,3,5,3,Marketing,PhD,3,1
32,98623,30,17,17,1,4,Marketing,Masters,4,1
54,117899,36,12,12,1,5,IT,Bachelor,5,1
52,128530,3,10,10,1,1,Finance,Bachelor,4,1
61,78618,22,8,8,1,1,IT,Bachelor,1,1
53,89087,22,15,15,1,3,Finance,Bachelor,5,1
40,53695,12,5,5,2,3,Marketing,Bachelor,1,0
58,35566,21,4,4,4,3,HR,Masters,1,1
24,27017,4,21,21,4,4,HR,Masters,4,0
36,47414,31,20,20,2,2,Finance,Masters,3,1
35,122250,31,19,19,2,3,Finance,PhD,5,0
51,57443,23,21,21,3,2,IT,Bachelor,2,1
34,40366,20,4,4,4,2,Marketing,Bachelor,3,1
61,71307,15,15,15,1,1,HR,Bachelor,2,1
24,53088,23,17,17,2,5,IT,PhD,4,1
54,86364,28,12,12,1,5,Finance,PhD,5,0
35,57350,16,3,3,4,4,Marketing,PhD,4,0
49,69320,37,10,10,5,4,IT,Bachelor,2,1
63,84973,21,15,15,5,5,IT,Masters,1,1
39,37868,15,10,10,2,5,Finance,PhD,4,1
62,104636,17,24,24,3,1,Marketing,PhD,5,0
53,34270,37,23,23,1,1,HR,Masters,4,1
56,120413,13,18,18,2,5,IT,PhD,3,1
46,24101,19,1,1,3,3,Finance,Masters,4,1
57,99157,30,3,3,1,3,IT,Bachelor,2,1
28,57012,18,21,21,4,1,Finance,Masters,4,0
41,114385,14,12,12,5,2,Finance,Masters,5,1
52,43139,36,1,1,3,5,Finance,Bachelor,4,1
29,25520,36,3,3,1,4,Marketing,PhD,4,1
32,79534,20,3,3,2,3,HR,Bachelor,5,0
63,54742,19,5,5,1,2,Marketing,PhD,4,1
54,48403,7,19,19,2,3,HR,PhD,5,0
56,36301,4,1,1,5,2,Finance,Masters,2,1
50,91377,34,4,4,5,5,HR,Bachelor,5,0
37,93746,2,4,4,1,5,Marketing,Masters,2,1
