Emp_ID,Age,Yrs_Exp,Performance_Score,Train_Hrs,Proj_Complete,Salary,Promoted
2547,36,10,68,2,15,90430,1
2548,42,11,51,19,12,97031,0
2549,44,17,93,9,5,111973,0
2550,33,12,86,51,7,84596,1
2551,49,4,66,17,14,26713,0
2552,25,11,63,52,5,45428,1
2553,39,1,77,52,11,87160,0
2554,50,4,76,52,8,91171,0
2555,51,6,59,26,5,105729,0
2556,43,11,52,30,7,85843,0
2557,38,15,85,26,6,48003,1
2558,59,7,87,41,14,105169,1
2559,42,8,74,0,10,119764,0
2560,28,14,71,5,13,67077,1
2561,41,4,97,10,2,51730,0
2562,27,12,88,33,3,97981,1
2563,25,4,96,38,11,104817,1
2564,23,10,79,19,11,97138,1
2565,60,9,70,52,4,90573,1
2566,37,19,79,20,5,53869,1
2567,56,12,77,20,9,56076,0
2568,57,8,80,17,6,117166,0
2569,47,20,75,20,1,111005,1
2570,46,13,92,18,3,50094,0
2571,34,17,71,3,7,51817,1
2572,40,14,70,12,8,35555,1
2573,37,9,50,17,7,95656,0
2574,38,6,86,51,5,105214,0
2575,49,7,62,28,15,75193,0
2576,30,2,70,24,10,29715,0
2577,47,14,95,55,8,59162,1
2578,39,15,58,12,9,63458,1
2579,51,3,66,26,7,28140,0
2580,30,20,96,59,11,99174,1
2581,37,5,70,18,9,42383,0
2582,49,0,80,48,1,42718,0
2583,29,3,88,0,14,101160,0
2584,25,10,71,37,9,82399,0
2585,51,11,61,18,3,112008,0
2586,46,4,55,51,6,46863,0
2587,25,20,65,0,8,96626,1
2588,42,15,75,39,3,36377,1
2589,37,12,54,16,4,108031,0
2590,47,12,58,20,7,85523,0
2591,52,16,95,21,12,39870,1
2592,36,6,89,14,7,82487,0
2593,29,7,63,49,4,44300,0
2594,39,12,93,38,9,80951,1
2595,42,15,91,47,13,92639,1
2596,58,3,79,38,3,115731,0
2597,31,7,75,31,12,97126,1
2598,60,15,94,48,8,67980,1
2599,44,20,78,3,8,57050,1
2600,24,9,68,43,13,27921,1
2601,46,11,96,44,4,95270,1
2602,30,11,57,31,7,110293,0
2603,33,4,72,3,4,55328,0
2604,35,15,91,52,13,85820,1
2605,39,0,84,0,12,48138,0
2606,30,8,80,32,1,106573,1
2607,43,11,84,6,1,37094,0
2608,40,4,81,8,14,90264,1
2609,52,19,54,0,1,34028,0
2610,40,2,65,15,2,40432,0
2611,53,4,66,17,6,68819,0
2612,60,1,81,53,12,113627,1
2613,54,13,87,46,10,106122,1
2614,33,1,81,5,11,30312,0
2615,47,12,69,1,5,50973,0
2616,55,6,97,8,11,80305,1
2617,60,9,51,3,2,53973,0
2618,63,12,69,44,8,69390,1
2619,30,15,96,22,9,41099,1
2620,33,13,67,53,7,74956,1
2621,44,10,50,42,12,39063,0
2622,46,9,78,44,14,119306,1
2623,63,5,78,42,15,117752,1
2624,39,3,68,50,15,118196,1
2625,34,20,93,7,12,106919,1
2626,54,0,89,38,9,34605,0
2627,37,6,55,24,4,102904,0
2628,38,8,93,15,13,97964,1
2629,44,7,88,34,7,76205,1
2630,50,4,99,16,5,40817,0
2631,42,18,95,17,5,27420,1
2632,55,9,57,59,3,109448,0
2633,32,10,73,26,9,94853,1
2634,62,14,69,14,13,114897,0
2635,54,5,63,59,10,52728,1
2636,55,14,54,16,5,82858,0
2637,24,4,90,42,6,74089,1
2638,55,18,89,4,3,109257,1
2639,55,18,83,15,10,53964,1
2640,63,9,65,14,7,101992,0
2641,35,11,94,41,9,67240,1
2642,52,3,56,45,9,108449,0
2643,55,17,65,33,14,37675,1
2644,35,15,56,47,15,117525,1
2645,48,7,76,18,13,85049,0
2646,44,3,63,7,10,106664,0
2647,61,11,63,46,14,73436,1
2648,24,1,93,9,10,65213,0
2649,60,3,82,4,5,53111,0
2650,61,4,82,51,7,29284,0
2651,48,2,93,47,13,116029,1
2652,37,8,69,52,12,42585,1
2653,56,20,96,25,12,90039,1
2654,62,17,85,21,13,32131,1
2655,33,10,56,43,3,68382,0
2656,25,2,81,22,6,116733,0
2657,28,1,97,12,12,58527,1
2658,31,8,52,8,8,112493,0
2659,28,13,88,48,13,55936,1
2660,31,3,78,19,8,112081,0
2661,61,8,73,27,2,78441,0
2662,53,12,71,43,6,79598,0
2663,54,17,55,56,7,104220,1
2664,63,14,97,36,12,45642,1
2665,34,9,73,23,7,94907,1
2666,30,15,89,43,3,37651,1
2667,30,11,72,32,14,26665,1
2668,50,19,87,19,14,31918,1
2669,42,4,59,59,9,48007,1
2670,29,1,65,47,2,100730,0
2671,33,9,60,29,11,50035,0
2672,42,0,81,43,3,114352,0
2673,38,6,94,8,15,113602,1
2674,26,16,55,44,11,101749,1
2675,28,15,73,48,2,113148,0
2676,44,2,82,16,11,47211,1
2677,48,13,100,35,9,79587,1
2678,25,9,61,13,4,51866,0
2679,63,6,76,18,2,32344,0
2680,36,16,87,6,3,93737,1
2681,33,5,67,58,13,95288,1
2682,40,3,94,2,4,87546,0
2683,34,16,88,32,15,35327,1
2684,45,8,62,43,14,73659,1
2685,34,3,89,31,10,70797,0
2686,35,6,79,46,13,96627,1
2687,47,1,98,10,6,52608,1
2688,41,16,90,41,5,53285,1
2689,58,7,62,1,3,113534,0
2690,30,14,83,25,10,73634,0
2691,51,14,85,60,8,65289,1
2692,54,7,79,3,8,113479,1
2693,40,15,74,16,7,43007,1
2694,28,18,51,16,3,50257,0
2695,40,10,85,27,14,110054,1
2696,41,1,67,29,15,54784,1
2697,44,16,54,39,1,63588,0
2698,59,15,68,22,5,69221,0
2699,54,14,91,45,1,46378,1
2700,63,12,67,23,6,29696,0
2701,25,14,81,28,11,118531,1
2702,50,3,70,3,7,59635,0
2703,32,15,59,37,15,83543,1
2704,57,11,86,28,15,106259,1
2705,51,3,98,18,12,44207,1
2706,37,2,71,26,5,52524,0
2707,55,16,62,28,4,53554,0
2708,29,17,66,55,2,36817,1
2709,34,17,58,35,5,80258,1
2710,52,16,73,34,9,87582,1
2711,43,11,93,51,4,25168,1
2712,53,20,63,5,14,67981,1
2713,46,3,95,58,2,117306,0
2714,42,11,57,22,13,90199,1
2715,59,20,86,38,15,89948,1
2716,26,19,68,45,6,82782,1
2717,50,14,77,43,8,105759,1
2718,42,15,95,47,2,86599,1
2719,46,4,90,51,9,98563,1
2720,54,20,79,7,7,41291,1
2721,63,14,56,54,14,78833,1
2722,58,16,75,1,13,115975,1
2723,56,17,89,12,2,112057,0
2724,58,4,95,39,11,115251,1
2725,24,12,95,56,5,112154,1
2726,37,18,60,20,5,119535,0
2727,56,12,63,30,7,57992,0
2728,58,17,70,51,13,64350,1
2729,28,13,57,47,15,26573,1
2730,61,3,52,35,5,33577,0
2731,34,3,77,60,11,33712,0
2732,25,19,78,47,14,54948,1
2733,40,19,72,51,6,102700,1
2734,62,18,67,37,14,30217,1
2735,43,12,84,26,9,85178,1
2736,37,11,62,35,3,110062,1
2737,55,6,61,47,3,51409,0
2738,57,11,96,22,8,74040,1
2739,48,20,99,54,10,103270,1
2740,30,3,54,20,12,104066,0
2741,58,1,88,12,6,102930,1
2742,52,1,60,36,12,92035,0
2743,45,4,60,46,10,118075,0
2744,36,9,96,25,3,34669,1
2745,36,9,91,39,2,83247,1
2746,24,8,96,6,13,83975,1
2747,59,12,80,45,2,53562,1
2748,27,6,80,38,2,46629,0
2749,60,4,62,21,15,116282,0
2750,63,9,63,38,5,86463,0
2751,36,9,98,22,15,71007,1
2752,61,5,94,57,12,43128,1
2753,47,18,91,29,5,27039,1
2754,42,20,74,17,1,28857,1
2755,24,7,82,41,2,84019,0
2756,61,0,82,17,2,116432,0
2757,28,16,64,45,15,95486,1
2758,39,6,65,9,4,114007,0
2759,47,13,93,38,7,105977,1
2760,50,20,87,29,3,37735,1
2761,24,20,55,25,5,112951,1
2762,57,16,93,6,11,59511,1
2763,59,8,74,6,9,71051,0
2764,27,16,64,4,5,77693,0
2765,23,4,53,0,9,94152,0
2766,62,19,53,45,1,105919,0
2767,34,7,79,17,9,54756,0
2768,58,5,83,12,14,28894,0
2769,45,10,76,24,5,68232,1
2770,53,18,80,39,8,78214,1
2771,33,3,81,7,5,94817,0
2772,32,17,93,9,14,88862,1
2773,25,0,88,31,12,115183,0
2774,36,12,58,16,6,55036,0
2775,38,13,90,37,8,43584,1
2776,32,0,57,14,2,57308,0
2777,51,10,63,14,3,53333,0
2778,32,16,82,56,11,60949,1
2779,34,3,72,47,9,109795,0
2780,52,11,70,39,5,64288,0
2781,63,9,61,50,5,103588,0
2782,23,5,51,19,9,102807,0
2783,27,0,62,14,10,70267,0
2784,42,6,53,34,3,57175,0
2785,30,20,69,5,14,33915,1
2786,34,15,99,29,4,106658,1
2787,23,13,100,56,7,97454,1
2788,42,19,97,7,2,84722,1
2789,50,19,63,30,8,90298,1
2790,59,5,79,47,5,38805,0
2791,59,4,78,46,15,110134,1
2792,34,20,57,31,1,65517,1
2793,59,17,61,44,3,79716,1
2794,50,14,90,57,15,27871,1
2795,37,5,87,51,9,62375,1
2796,28,18,75,14,5,70741,1
2797,42,0,99,17,8,48148,1
2798,36,0,51,12,1,30834,0
2799,24,12,89,23,14,67680,1
2800,31,2,63,39,7,28399,0
2801,59,9,55,13,7,89091,0
2802,42,20,91,27,8,46762,1
2803,48,2,89,10,3,76009,0
2804,51,8,80,5,1,101493,0
2805,23,7,66,55,11,76548,1
2806,57,2,74,24,15,53340,0
2807,28,12,81,60,9,86365,1
2808,59,5,61,0,1,117674,0
2809,27,12,98,24,11,106344,1
2810,55,19,62,1,6,84790,1
2811,36,19,68,31,9,118779,1
2812,34,11,93,12,14,92797,1
2813,42,12,97,32,2,36809,1
2814,46,1,74,31,4,42696,0
2815,56,20,80,55,2,76457,1
2816,47,15,86,23,4,46891,1
2817,51,5,74,26,2,84151,0
2818,61,18,65,3,12,109661,1
2819,53,20,87,23,1,88008,1
2820,45,12,92,22,11,77488,1
2821,60,16,98,28,3,81632,1
2822,42,8,72,33,8,91533,1
2823,45,16,63,20,5,96889,1
2824,38,1,55,29,4,109239,0
2825,30,18,74,25,5,82942,0
2826,43,18,72,19,6,34275,1
2827,23,6,92,15,6,44965,1
2828,30,9,61,2,5,60854,0
2829,51,9,62,48,12,40973,1
2830,54,19,85,36,11,114086,1
2831,60,8,88,57,12,51878,1
2832,27,16,83,39,6,42105,1
2833,44,14,55,43,9,89746,1
2834,56,1,87,24,5,106565,0
2835,23,3,99,22,13,64935,1
2836,48,18,89,43,6,57784,1
2837,32,16,57,58,4,56601,0
2838,52,4,57,0,13,64865,0
2839,40,6,89,32,3,103701,1
2840,39,17,82,14,13,43616,1
2841,48,20,83,16,12,36654,1
2842,30,6,93,33,6,42830,1
2843,62,16,64,16,11,41205,1
2844,34,6,85,51,11,67425,1
2845,49,3,84,57,5,102495,1
2846,30,7,95,40,4,112694,0
2847,47,12,71,43,5,102355,1
2848,26,3,72,3,7,60851,0
2849,55,5,89,12,1,31952,0
2850,23,4,94,3,14,114761,0
2851,41,11,100,6,15,72405,1
2852,53,3,71,45,1,30391,0
2853,38,8,54,58,11,105004,1
2854,36,3,80,8,13,87468,0
2855,27,18,62,22,1,40091,1
2856,63,13,77,32,2,55237,0
2857,48,4,69,32,9,83353,1
2858,50,17,82,19,13,99500,1
2859,24,9,65,3,5,65682,0
2860,28,18,78,0,14,74634,1
2861,31,11,72,53,9,51968,0
2862,55,17,73,41,13,79833,1
2863,63,16,83,33,5,65205,1
2864,47,10,56,26,15,101907,1
2865,35,2,87,20,14,67541,1
2866,31,16,86,23,7,116217,1
2867,35,0,53,14,14,53285,1
2868,53,14,83,34,14,77513,1
2869,63,8,91,24,15,40430,1
2870,33,14,71,54,6,34033,1
2871,26,2,54,8,2,44918,0
2872,56,18,99,16,3,43256,1
2873,60,12,91,20,5,73522,1
2874,26,11,72,59,4,89353,1
2875,60,19,64,12,14,56188,1
2876,41,0,80,2,11,80134,0
2877,28,20,58,3,6,77657,1
2878,56,16,92,3,8,61088,1
2879,40,12,74,42,8,39979,0
2880,35,0,74,27,3,93264,0
2881,63,9,98,6,4,75106,0
2882,45,14,70,25,1,26595,1
2883,41,6,58,10,2,57624,0
2884,33,17,97,23,13,92824,1
2885,23,15,87,42,9,65431,1
2886,46,13,71,9,15,119547,1
2887,29,17,92,36,12,42127,1
2888,47,6,72,12,10,42878,0
2889,43,16,98,60,10,97480,1
2890,37,17,53,43,2,85690,0
2891,23,11,78,41,12,102838,1
2892,34,7,64,38,6,81360,0
2893,29,1,50,18,14,25207,0
2894,37,6,79,50,7,26083,1
2895,43,3,78,18,6,76564,0
2896,41,17,69,11,8,28311,1
2897,51,5,82,51,9,48135,1
2898,47,8,90,21,8,82109,1
2899,55,8,93,46,5,86354,1
2900,54,13,85,36,8,88647,1
2901,57,7,71,55,10,84301,1
2902,60,18,62,29,15,87233,1
2903,48,2,56,45,15,107128,0
2904,33,17,57,11,10,71212,0
2905,57,4,77,28,9,114468,1
2906,30,13,94,20,14,82776,1
2907,36,3,92,10,8,109576,0
2908,32,6,58,59,2,96386,0
2909,24,19,74,36,2,76588,1
2910,31,11,65,47,12,56716,1
2911,25,1,59,57,3,103255,0
2912,43,10,60,17,7,46777,0
2913,48,13,80,43,9,74285,1
2914,30,15,61,58,8,107558,1
2915,24,19,80,26,9,118481,1
2916,28,5,63,36,6,53788,0
2917,50,3,100,47,1,29019,0
2918,51,14,93,11,14,100018,1
2919,48,0,81,22,12,71873,1
2920,47,6,99,33,4,109116,1
2921,34,11,66,60,13,34895,1
2922,27,9,84,37,6,104671,1
2923,56,4,50,22,15,74013,0
2924,59,11,78,52,12,84570,1
2925,37,17,100,24,6,100923,1
2926,58,9,53,3,15,119672,1
2927,37,5,72,29,8,107895,0
2928,45,11,77,29,15,72672,1
2929,28,6,65,12,1,31121,0
2930,43,17,61,41,13,107445,1
2931,45,1,70,48,11,92863,1
2932,38,9,94,13,2,43930,1
2933,37,14,66,55,2,74987,1
2934,47,11,89,46,13,60502,1
2935,58,16,62,7,6,56688,0
2936,33,3,81,54,14,32304,1
2937,37,6,86,23,14,29049,1
2938,26,8,99,17,11,39947,1
2939,43,18,64,34,7,34495,1
2940,35,6,61,24,2,49707,0
2941,44,1,98,16,5,86920,0
2942,41,5,64,31,6,69544,0
2943,56,17,83,55,4,55706,1
2944,36,5,55,23,1,58993,0
2945,26,12,66,6,3,39987,0
2946,49,18,97,12,14,44089,1
2947,51,1,98,26,10,90997,1
2948,50,11,69,47,9,34993,1
2949,57,14,58,4,13,36465,0
2950,30,13,54,35,6,107071,0
2951,38,5,72,25,2,57640,0
2952,58,17,82,41,9,100997,1
2953,52,4,87,44,4,37366,1
2954,40,17,63,30,11,54895,1
2955,24,2,66,9,13,26785,0
2956,35,2,68,45,8,31242,0
2957,26,9,82,25,10,49529,1
2958,48,18,50,21,7,89399,1
2959,47,2,62,11,12,31356,0
2960,52,11,95,31,11,48229,1
2961,33,15,76,26,3,110380,1
2962,29,16,55,32,15,43220,1
2963,53,6,55,60,8,50651,1
2964,32,12,82,52,4,112663,1
2965,61,1,79,51,2,113198,0
2966,35,3,95,19,11,86850,0
2967,53,9,84,38,5,59261,1
2968,29,6,72,40,1,83479,0
2969,58,16,59,39,13,75700,1
2970,42,19,100,58,8,115896,1
2971,26,5,68,12,14,67380,0
2972,29,18,100,13,8,104833,1
2973,23,4,77,43,3,113324,0
2974,35,9,72,39,1,52011,0
2975,44,8,53,52,4,73603,0
2976,43,12,69,21,9,118593,0
2977,44,18,68,17,9,43447,1
2978,50,20,91,47,15,108940,1
2979,31,5,76,28,1,111677,0
2980,48,3,83,42,11,112843,1
2981,31,2,53,15,15,100877,0
2982,37,2,87,45,7,99678,1
2983,32,3,56,34,6,89583,0
2984,46,4,97,52,14,88056,1
2985,30,7,56,33,7,106468,0
2986,46,15,99,2,7,37017,1
2987,38,2,75,3,8,62880,0
2988,48,11,75,53,8,26355,1
2989,49,7,68,4,10,83936,0
2990,59,12,58,9,14,89608,1
2991,26,3,69,51,11,106622,1
2992,46,13,91,28,2,112051,1
2993,41,13,94,31,12,104756,1
2994,58,12,99,30,12,72266,1
2995,61,5,65,1,12,79554,0
2996,32,16,66,11,4,83215,1
2997,47,3,71,26,4,85656,0
2998,40,7,62,4,13,79104,0
2999,41,16,61,36,15,101844,1
3000,58,2,59,26,11,25969,0
3001,32,16,50,22,10,25254,0
3002,55,8,81,32,12,35306,0
3003,27,1,79,3,13,90516,1
3004,57,12,57,58,8,118077,1
3005,56,19,70,20,14,93197,1
3006,55,1,71,23,13,105845,0
3007,43,19,67,43,13,43223,1
3008,39,10,51,30,3,96441,0
3009,44,14,97,43,12,92967,1
3010,59,10,93,47,13,98292,1
3011,37,2,58,23,15,95889,0
3012,57,2,52,48,13,75117,0
3013,50,11,75,52,12,26737,1
3014,29,4,70,9,3,107404,0
3015,54,19,79,48,13,57476,1
3016,33,6,77,48,2,49325,0
3017,32,6,85,49,1,37326,0
3018,31,12,75,1,8,115122,0
3019,36,8,83,30,14,37911,1
3020,35,20,57,24,9,54080,1
3021,47,12,59,3,9,47635,0
3022,24,11,97,50,11,76179,1
3023,57,12,92,10,8,30213,1
3024,29,9,99,16,5,82142,0
3025,43,0,63,43,1,88545,0
3026,40,7,89,1,9,52940,0
3027,25,15,64,5,6,73604,0
3028,61,12,66,8,12,113901,1
3029,63,2,67,4,15,99332,0
3030,33,2,81,19,7,74119,0
3031,61,4,87,28,8,107888,0
3032,46,10,72,20,13,86604,1
3033,41,6,95,8,5,41820,1
3034,26,20,72,27,6,101502,1
3035,48,9,84,60,12,92345,1
3036,60,9,88,54,13,64314,1
3037,54,19,64,7,7,65875,1
3038,61,1,73,30,7,96041,0
3039,58,2,77,19,2,95793,0
3040,62,7,65,26,14,105587,0
3041,59,10,65,7,11,29909,1
3042,55,12,89,53,12,117881,1
3043,58,6,88,20,14,39866,0
3044,25,12,55,60,1,67789,1
3045,31,1,51,27,8,115404,0
3046,30,5,62,22,5,119063,0
3047,55,8,93,5,10,90997,1
3048,28,19,96,2,15,53460,1
3049,63,1,58,4,2,73500,0
3050,61,17,83,8,3,93769,1
3051,26,15,66,6,6,37128,0
3052,35,11,76,59,10,30202,1
3053,24,6,78,3,6,90327,0
3054,27,6,86,38,8,72965,0
3055,49,16,92,4,5,56238,1
3056,54,12,71,10,5,104258,0
3057,43,10,100,60,7,74240,1
3058,30,5,73,14,10,108583,0
3059,60,13,56,33,13,93837,1
3060,30,5,83,12,14,79289,0
3061,25,5,97,53,15,57544,1
3062,25,1,61,47,5,85064,0
3063,44,19,72,6,15,118049,1
3064,28,14,64,39,9,106176,1
3065,24,16,82,5,6,47413,0
3066,45,7,62,55,7,107341,1
3067,24,4,72,38,12,110669,0
3068,60,16,87,49,8,73899,1
3069,39,19,81,29,13,111891,1
3070,57,0,94,21,5,113765,0
3071,56,17,99,24,14,94969,1
3072,45,14,84,27,11,58033,1
3073,52,4,50,53,4,26378,0
3074,30,6,96,19,15,31503,1
3075,44,17,94,38,12,67774,1
3076,58,5,54,2,15,84608,0
3077,27,20,62,4,8,58617,1
3078,35,4,54,0,12,29814,0
3079,51,18,81,14,10,83335,1
3080,53,9,100,25,9,48763,1
3081,38,14,70,2,1,35000,0
3082,52,9,73,39,3,105824,1
3083,38,15,67,56,12,28274,1
3084,34,11,70,40,4,74868,1
3085,39,17,59,46,13,79232,1
3086,38,0,73,41,7,39227,0
3087,34,15,89,33,6,42279,1
3088,30,5,96,51,10,99904,1
3089,42,2,70,4,10,89940,0
3090,25,1,74,30,11,67736,0
3091,38,1,72,50,1,117916,0
3092,52,12,71,12,4,118504,0
3093,45,8,53,42,6,34651,0
3094,50,15,83,0,3,104439,1
3095,62,4,55,21,15,109463,0
3096,27,20,77,14,2,32771,1
3097,42,6,80,25,2,103996,1
3098,62,12,84,17,10,95173,1
3099,23,19,88,47,12,65834,1
3100,52,12,91,8,12,28553,1
3101,43,6,72,0,4,59117,0
3102,42,9,55,42,13,114116,1
3103,28,14,65,8,1,102058,0
3104,44,20,51,22,15,87137,1
3105,40,5,73,42,10,59890,0
3106,30,4,66,44,2,118740,0
3107,61,1,94,57,13,104428,1
3108,54,20,50,1,10,33689,1
3109,55,14,55,13,15,53063,1
3110,38,15,54,37,2,82198,1
3111,34,18,94,39,4,104598,1
3112,60,8,99,17,4,26363,0
3113,56,18,78,15,1,41691,0
3114,36,6,61,52,7,27751,0
3115,58,3,88,28,7,32782,0
3116,55,2,96,43,10,108184,1
3117,45,19,52,10,11,37540,1
3118,24,10,97,5,10,70991,0
3119,63,0,50,2,10,95875,0
3120,43,5,76,13,1,117556,0
3121,24,10,97,59,11,52609,1
3122,49,0,73,1,8,81655,0
3123,31,20,93,31,10,96384,1
3124,23,6,68,30,14,88177,1
3125,33,5,57,10,14,83396,0
3126,25,13,93,21,7,41877,1
3127,45,1,96,2,7,43405,0
3128,48,3,51,49,11,73629,0
3129,26,10,79,30,6,71233,1
3130,40,14,79,32,12,46471,1
3131,28,17,98,23,4,28302,1
3132,57,0,88,0,11,104973,0
3133,44,2,94,43,8,105048,0
3134,37,2,81,14,2,48511,0
3135,44,6,50,36,7,30022,0
3136,59,0,87,26,3,68239,1
3137,34,10,62,37,14,96691,1
3138,60,5,60,47,3,84269,0
3139,40,19,59,26,14,115868,1
3140,57,2,97,43,7,83398,1
3141,52,18,75,11,12,86895,1
3142,46,1,69,2,3,94890,0
3143,52,17,66,29,15,60284,1
3144,36,11,66,31,15,73640,0
3145,28,9,53,22,5,100692,0
3146,25,4,54,1,8,47453,0
3147,38,8,72,6,14,114294,0
3148,29,1,95,33,13,99374,1
3149,36,1,59,31,4,62976,0
3150,31,5,95,52,7,38725,1
3151,37,9,77,38,7,99873,1
3152,43,17,82,31,2,101237,0
3153,57,11,92,42,14,68043,1
3154,24,3,75,42,8,119852,1
3155,49,20,99,13,10,102080,1
3156,24,16,97,2,12,89990,1
3157,57,14,78,45,10,112050,1
3158,40,5,76,31,15,106863,1
3159,36,15,67,42,14,71809,1
3160,42,16,89,35,9,41705,1
3161,40,2,59,16,6,88131,0
3162,32,9,91,47,14,101015,1
3163,47,4,54,2,5,87456,0
3164,24,13,59,56,1,101859,0
3165,47,20,99,9,1,103473,1
3166,55,12,70,52,9,48089,1
3167,58,5,73,46,14,92238,1
3168,53,11,87,39,4,100940,1
3169,36,7,52,17,1,98916,0
3170,23,4,89,2,11,112526,0
3171,38,14,80,38,10,86396,1
3172,25,15,90,9,12,28877,1
3173,57,0,86,51,3,109256,0
3174,63,15,51,8,6,98212,0
3175,28,4,51,45,14,56818,1
3176,47,2,88,54,11,73555,1
3177,35,19,98,45,13,67368,1
3178,56,14,91,10,13,73180,1
3179,30,12,93,59,11,114666,1
3180,43,15,83,32,8,74421,1
3181,56,10,91,35,13,51620,1
3182,26,20,69,25,10,85539,1
3183,47,1,82,26,2,42077,0
3184,37,5,53,37,8,37663,0
3185,26,5,94,21,14,108335,1
3186,34,13,93,25,13,72285,1
3187,54,10,60,21,1,76235,0
3188,54,7,91,4,11,42619,0
3189,50,7,96,34,2,94503,1
3190,35,0,54,1,8,82477,0
3191,53,20,74,34,7,52488,1
3192,36,6,98,8,5,103747,1
3193,42,5,86,50,15,46169,1
3194,40,20,83,50,13,55373,1
3195,51,7,58,48,10,57669,0
3196,28,18,55,17,2,80277,0
3197,54,20,67,42,9,97170,1
3198,51,19,63,11,5,80120,0
3199,24,7,68,2,8,91376,0
3200,45,13,63,17,13,79235,1
3201,41,17,89,55,4,59229,1
3202,53,15,66,37,14,111854,1
3203,27,8,84,6,9,40405,1
3204,41,14,78,32,10,40847,1
3205,56,9,91,5,7,48547,1
3206,32,15,66,17,2,31575,0
3207,47,3,92,44,3,29843,0
3208,24,19,57,21,14,117987,1
3209,33,12,50,50,2,32739,0
3210,53,4,94,38,5,39852,0
3211,37,6,85,50,2,76661,1
3212,31,8,56,8,5,34157,0
3213,45,7,95,34,13,112942,1
3214,41,15,54,22,9,97968,1
3215,31,5,73,11,2,43837,0
3216,57,15,77,51,9,105684,1
3217,43,5,92,23,7,101730,1
3218,31,13,66,49,7,39819,1
3219,50,20,86,39,14,97161,1
3220,29,0,69,8,5,32404,0
3221,38,8,52,12,8,39674,0
3222,38,12,86,39,7,101043,1
3223,55,18,75,53,6,110923,1
3224,26,16,64,41,2,43697,1
3225,26,10,100,16,6,110083,1
3226,61,7,97,6,14,85663,1
3227,62,4,57,16,2,48570,0
3228,39,9,62,54,1,53037,1
3229,59,6,97,49,9,62982,1
3230,61,9,52,23,13,93524,1
3231,51,3,50,1,5,30156,0
3232,58,8,58,34,10,63280,0
3233,60,13,80,60,10,100324,1
3234,61,1,90,27,4,85706,0
3235,59,8,75,18,12,104721,1
3236,57,20,66,32,11,109270,1
3237,29,0,83,20,8,34971,0
3238,49,9,58,52,15,78140,1
3239,50,9,100,9,5,68408,1
3240,44,19,62,52,14,77022,1
3241,36,2,54,45,7,31487,0
3242,29,5,90,44,3,45997,1
3243,59,5,62,8,15,71456,1
3244,44,20,50,37,8,102988,1
3245,27,1,74,5,8,105908,0
3246,24,17,96,50,3,84416,1
3247,49,1,53,52,9,69767,0
3248,43,11,85,41,14,103970,1
3249,60,4,59,54,8,102952,0
3250,37,19,77,34,1,109784,1
3251,43,6,55,17,8,53194,0
3252,32,15,76,52,12,58785,1
3253,45,19,61,18,11,83676,1
3254,61,0,97,4,15,33373,1
3255,27,0,52,24,4,55283,0
3256,23,16,95,10,6,80911,1
3257,35,0,82,9,14,119951,0
3258,43,20,59,16,13,51414,1
3259,48,19,80,35,10,39378,1
3260,43,12,64,25,9,108872,0
3261,40,8,56,30,5,29700,0
3262,59,14,85,31,7,89143,1
3263,54,2,63,20,13,88229,0
3264,58,13,97,17,15,38901,1
3265,39,10,63,59,1,115374,0
3266,57,11,52,17,9,47597,0
3267,33,12,98,0,14,58428,1
3268,43,12,95,13,6,60687,1
3269,48,0,99,7,11,54493,0
3270,26,9,52,1,4,76224,0
3271,56,2,71,50,6,56852,1
3272,40,3,68,14,5,35932,0
3273,62,15,84,59,3,113545,1
3274,57,7,61,33,7,89202,1
3275,63,15,54,35,3,58583,0
3276,51,16,59,0,13,72278,1
3277,51,18,90,50,14,118530,1
3278,60,14,82,20,15,54865,1
3279,43,15,62,41,13,37289,1
3280,35,14,84,0,2,118829,0
3281,63,1,100,31,14,95270,1
3282,39,10,81,19,4,110549,0
3283,31,0,60,53,7,60521,0
3284,63,14,97,46,5,31505,1
3285,23,18,87,35,14,69327,1
3286,24,3,73,38,9,90519,1
3287,51,10,84,29,10,95221,1
3288,55,4,68,6,15,43409,0
3289,32,2,55,21,7,44517,0
3290,62,12,89,56,12,69533,1
3291,43,9,94,49,14,55475,1
3292,50,10,93,44,9,40327,1
3293,33,17,91,9,14,80344,1
3294,56,1,84,55,9,28671,1
3295,30,6,53,7,12,95477,1
3296,44,8,82,26,2,116908,1
3297,30,9,62,9,15,103002,1
3298,37,17,85,13,1,75756,0
3299,39,6,92,45,11,108822,1
3300,45,6,68,58,4,69959,0
3301,46,2,92,51,4,95124,1
3302,41,11,61,53,13,53080,1
3303,27,6,60,10,2,49544,0
3304,54,16,55,5,3,101347,0
3305,23,0,61,20,3,43733,0
3306,45,4,76,32,5,79211,0
3307,59,15,90,18,1,65696,1
3308,30,14,74,38,9,73093,1
3309,35,1,91,23,8,72042,1
3310,30,8,52,17,8,78516,0
3311,45,6,52,34,3,62487,0
3312,23,3,69,51,2,65849,0
3313,46,19,77,42,1,39550,1
3314,57,17,72,36,12,101400,1
3315,46,20,97,18,6,115930,1
3316,39,3,52,52,13,109597,1
3317,27,12,91,23,10,74699,1
3318,42,0,73,55,1,103160,0
3319,43,2,92,33,14,115470,1
3320,62,15,89,21,11,93897,1
